earn : [['acq', 0.9973531096758533], ['ship', 0.00225558091314609], ['earn', 0.0003905318549502895], ['interest', 7.765093970115851e-07], ['sugar', 1.0013289533634495e-09], ['money-supply', 3.261545689462897e-11], ['crude', 1.270880782761253e-11], ['trade', 6.104129972153974e-18], ['money-fx', 2.2647026175101725e-19], ['grain', 1.0596273300140461e-19]]
acq : [['acq', 0.9999999999430706], ['ship', 5.6929273729967915e-11], ['sugar', 2.501520940485862e-19], ['interest', 4.119505188717483e-21], ['crude', 4.316112063701706e-23], ['grain', 2.144043166555027e-28], ['money-fx', 3.024137062169003e-30], ['trade', 4.271959753481594e-31], ['money-supply', 2.3404262288974157e-32], ['earn', 1.1128034290726467e-37]]
acq : [['acq', 0.9999961251672713], ['ship', 3.850389077037815e-06], ['crude', 2.4443651535915825e-08], ['interest', 6.410948398019616e-21], ['sugar', 1.2202687461935743e-21], ['money-supply', 1.2401727126586083e-24], ['trade', 6.09021181551697e-28], ['earn', 5.904252788573887e-28], ['grain', 7.969410300986994e-30], ['money-fx', 6.035599848710086e-32]]
acq : [['acq', 0.9999999999994023], ['ship', 5.977522506368755e-13], ['crude', 9.324351049355203e-17], ['interest', 6.0467371722986255e-18], ['money-supply', 7.236497730663006e-20], ['sugar', 5.655253906984387e-21], ['earn', 2.255358434213222e-21], ['money-fx', 3.626981511621389e-27], ['trade', 7.040294270480802e-31], ['grain', 8.76179829910619e-32]]
acq : [['acq', 0.9999971235374345], ['ship', 2.8764619821318376e-06], ['interest', 3.334472638975179e-13], ['sugar', 2.301054391978604e-13], ['crude', 1.9717215897134983e-14], ['money-supply', 6.697428009973101e-17], ['earn', 1.903578843236793e-18], ['trade', 1.4078141384454968e-21], ['money-fx', 9.050090282915079e-23], ['grain', 1.772225444471875e-25]]
acq : [['acq', 0.9999972138130917], ['ship', 2.68768760894803e-06], ['earn', 9.78556154842345e-08], ['crude', 5.595779572358315e-10], ['interest', 8.302646204180216e-11], ['sugar', 1.0590615085912352e-12], ['money-supply', 1.2372571846388848e-14], ['grain', 8.041202609238018e-15], ['money-fx', 8.757261286466213e-19], ['trade', 1.2846073284008979e-21]]
acq : [['ship', 0.9999641047947876], ['sugar', 3.58952050426265e-05], ['interest', 1.6965711521023133e-13], ['crude', 3.5764683293002495e-26], ['money-supply', 6.01666776364831e-29], ['acq', 1.0560656255382239e-31], ['trade', 6.718470055105929e-35], ['money-fx', 2.596222074391502e-35], ['grain', 1.948923166863985e-50], ['earn', 8.672058113671941e-117]]
acq : [['acq', 1.0], ['interest', 4.946919202294702e-21], ['ship', 4.277591921433313e-21], ['money-supply', 8.220315501668458e-28], ['crude', 2.806213020432825e-28], ['sugar', 2.2627585213539782e-29], ['earn', 2.22961656893934e-31], ['money-fx', 8.530996931998888e-35], ['trade', 3.316851664959613e-36], ['grain', 3.91990608848363e-38]]
acq : [['acq', 0.9999998891319749], ['ship', 1.0814365030366295e-07], ['crude', 2.1656708777254885e-09], ['interest', 4.787966798082005e-10], ['sugar', 7.990670452484193e-11], ['trade', 4.1146988611891467e-16], ['earn', 1.9486291637489046e-17], ['money-fx', 9.924707006630253e-18], ['money-supply', 7.286769385533721e-18], ['grain', 2.445268222715773e-18]]
acq : [['acq', 0.9999999973916991], ['ship', 2.60829904466896e-09], ['sugar', 1.7526895215816992e-15], ['money-supply', 1.5817100947837727e-23], ['interest', 9.168445742174934e-24], ['crude', 6.0498940717984556e-24], ['earn', 5.089068186808535e-29], ['grain', 1.3409075010055747e-30], ['trade', 2.0648886568704154e-36], ['money-fx', 2.800072915642917e-37]]
acq : [['acq', 0.999999997981303], ['ship', 2.0146219589915182e-09], ['sugar', 4.0749418173902015e-12], ['interest', 3.207123184830705e-23], ['crude', 2.010940994639044e-23], ['grain', 4.95663947422329e-27], ['earn', 4.8828274251969157e-29], ['trade', 2.6649491995676815e-32], ['money-supply', 7.092535297800217e-33], ['money-fx', 1.2841703799494174e-33]]
acq : [['acq', 0.9972823160516789], ['ship', 0.002717676535958577], ['sugar', 5.921122483949834e-09], ['crude', 1.3036541682918771e-09], ['interest', 1.873956423630424e-10], ['money-supply', 1.5544296766079467e-13], ['earn', 3.376352951781004e-14], ['trade', 1.00060407577326e-15], ['grain', 5.804522569917594e-18], ['money-fx', 3.3513244676876665e-18]]
acq : [['acq', 0.9987378837117197], ['earn', 0.0012618319127105434], ['ship', 2.595912275593348e-07], ['interest', 2.3676991509441188e-08], ['crude', 1.0345163291594028e-09], ['money-supply', 7.246487592036555e-11], ['sugar', 3.585257510031804e-13], ['money-fx', 9.142259698560295e-15], ['trade', 1.504874970784042e-15], ['grain', 1.471757594496796e-16]]
acq : [['acq', 0.9999999999999383], ['ship', 6.171523377525018e-14], ['earn', 4.538008262283422e-17], ['interest', 1.2082628808602502e-18], ['sugar', 2.732567244583045e-19], ['crude', 3.6387579073452936e-20], ['money-supply', 3.716324707617581e-21], ['grain', 1.3700509230190068e-27], ['money-fx', 1.9591722483005714e-31], ['trade', 7.274072061345603e-36]]
acq : [['ship', 0.9999943435282951], ['sugar', 5.656471695907653e-06], ['interest', 9.099410241089143e-15], ['acq', 5.827422564336948e-17], ['trade', 4.103488671148277e-20], ['crude', 1.7253766176728474e-21], ['money-supply', 8.728740697253583e-24], ['grain', 6.172209569382323e-34], ['money-fx', 4.3933034039362395e-37], ['earn', 1.4066249054528537e-88]]
acq : [['acq', 0.9999999994391069], ['ship', 5.606813174340698e-10], ['interest', 2.104171836249319e-13], ['sugar', 1.2571792988670955e-15], ['money-supply', 9.925871560297191e-20], ['crude', 4.494411768943986e-21], ['trade', 1.0258661648021984e-34], ['money-fx', 3.7822225894688996e-35], ['grain', 1.1963914126313546e-36], ['earn', 1.6075324943012474e-38]]
acq : [['acq', 0.9999999999905327], ['ship', 9.467267928542502e-12], ['earn', 7.573191180790674e-17], ['crude', 2.3766424648891606e-18], ['sugar', 3.0673392858832215e-19], ['money-supply', 1.2633389314068997e-23], ['interest', 4.597738752542334e-25], ['trade', 9.10748658463584e-28], ['grain', 3.5379507326693976e-30], ['money-fx', 1.648907881177625e-32]]
acq : [['acq', 0.9999997522096905], ['ship', 2.47790183486963e-07], ['interest', 1.2505668008682323e-13], ['sugar', 9.04155502803357e-16], ['crude', 4.040693420086576e-17], ['money-supply', 2.042734106224288e-17], ['trade', 1.694419559186129e-19], ['earn', 5.802588935577134e-20], ['money-fx', 4.07966776628622e-23], ['grain', 1.1132522047766117e-23]]
acq : [['acq', 0.999999999766402], ['ship', 2.3359804923953037e-10], ['crude', 1.3621049348233797e-17], ['sugar', 3.763565802071427e-18], ['interest', 2.291185700656525e-19], ['money-supply', 2.18062404479535e-22], ['earn', 1.1516106436943656e-22], ['trade', 4.42669481113935e-25], ['money-fx', 8.815670927499107e-28], ['grain', 3.1688393620329463e-28]]
acq : [['acq', 0.9758920446740589], ['ship', 0.02410791634363996], ['sugar', 3.8730811925825885e-08], ['crude', 2.429985485250913e-10], ['interest', 8.475562017488412e-12], ['money-supply', 1.5223563889661892e-14], ['trade', 6.3084791014966986e-18], ['earn', 2.103874290079662e-18], ['grain', 4.0673823192827853e-19], ['money-fx', 1.2393951968105112e-23]]
acq : [['acq', 0.819481309924692], ['ship', 0.18038914350414711], ['interest', 0.00012906562789521964], ['sugar', 4.808458668371494e-07], ['money-supply', 9.21090577036206e-11], ['crude', 5.2695115902810155e-12], ['trade', 1.5864959480422238e-14], ['grain', 4.278797205145912e-15], ['money-fx', 8.014302387847208e-17], ['earn', 9.405554149450041e-22]]
acq : [['ship', 0.999778034877592], ['acq', 0.0002219623393216771], ['sugar', 2.7830860799580827e-09], ['interest', 1.6414235674919496e-16], ['money-supply', 4.958367657903596e-28], ['crude', 4.854560538638436e-39], ['grain', 3.9062580967672567e-47], ['trade', 1.4815952303802286e-47], ['money-fx', 4.326686914495309e-57], ['earn', 3.458269517255554e-83]]
acq : [['acq', 0.8035349665018716], ['ship', 0.1963075428399427], ['sugar', 0.0001371972334107866], ['crude', 2.029339797063351e-05], ['interest', 2.6447584762132743e-11], ['money-supply', 3.562600144294214e-13], ['trade', 2.929483336734269e-16], ['grain', 8.408431298681336e-18], ['earn', 2.276637573250116e-21], ['money-fx', 1.4028285374713598e-22]]
acq : [['ship', 0.9999995826615496], ['acq', 2.3512843319505784e-07], ['sugar', 1.8220923484081188e-07], ['interest', 7.63109196341254e-13], ['money-supply', 1.8729929248445194e-14], ['crude', 3.8063537483034363e-16], ['grain', 2.7076172194858263e-21], ['earn', 3.5922697731616353e-28], ['money-fx', 4.7587035096473846e-29], ['trade', 9.420479276505862e-30]]
acq : [['acq', 0.9999999999999634], ['ship', 2.160844411910785e-14], ['earn', 9.03289466210444e-15], ['crude', 5.9178708907117354e-15], ['interest', 3.1473703356206706e-21], ['sugar', 1.250417689314689e-21], ['trade', 1.344974881314267e-23], ['money-supply', 4.246524365651853e-24], ['grain', 4.3227991244901063e-26], ['money-fx', 1.4530024803933583e-27]]
acq : [['acq', 0.9999999999998503], ['ship', 1.495891637058331e-13], ['earn', 1.524040834077169e-17], ['sugar', 9.622713572639758e-20], ['interest', 6.331718941754604e-21], ['crude', 8.977006574079966e-22], ['money-supply', 6.008577955459479e-24], ['trade', 3.865334396865056e-27], ['money-fx', 1.8510094220161264e-28], ['grain', 6.540026345213848e-32]]
acq : [['acq', 0.999999999978052], ['ship', 2.1947924136424555e-11], ['interest', 6.875248573287856e-17], ['sugar', 7.225789718014227e-19], ['earn', 4.511053200224829e-19], ['crude', 4.0085336530295453e-19], ['money-supply', 3.186827221824388e-21], ['money-fx', 1.7901171322106588e-24], ['trade', 4.216548957586163e-28], ['grain', 9.382101611138953e-29]]
acq : [['acq', 0.9999999972171614], ['ship', 2.7789446444294412e-09], ['earn', 2.3101002514084343e-12], ['crude', 1.5594843352518883e-12], ['interest', 2.231575009944506e-14], ['sugar', 1.873804688383351e-15], ['money-supply', 2.3300179259878537e-16], ['trade', 3.976603150327675e-20], ['grain', 9.220424494925648e-21], ['money-fx', 2.1627742414047228e-21]]
acq : [['acq', 0.9999999006438168], ['earn', 9.926188600464263e-08], ['ship', 9.093282672426131e-11], ['sugar', 3.0592677538524116e-12], ['interest', 1.9110025710353166e-13], ['crude', 1.1397132304449316e-13], ['money-fx', 1.3439024746133105e-17], ['grain', 7.007093014761365e-18], ['money-supply', 5.8571463041241584e-18], ['trade', 2.915743422034391e-23]]
acq : [['acq', 1.0], ['ship', 1.0855144939539864e-24], ['sugar', 4.333415711520424e-33], ['interest', 3.487104332131116e-35], ['crude', 8.454435214969091e-37], ['money-supply', 4.696778594069289e-40], ['earn', 2.6228463080258485e-40], ['grain', 1.7000298774803637e-45], ['money-fx', 9.053845791868943e-48], ['trade', 1.2950035703289263e-50]]
acq : [['acq', 0.9999999999979083], ['ship', 2.0427549325490574e-12], ['sugar', 4.8729305821677345e-14], ['interest', 1.4752485823400356e-16], ['earn', 1.551344214968904e-17], ['money-supply', 1.1732494316975189e-17], ['crude', 7.371121402842736e-18], ['money-fx', 2.6775054389050894e-24], ['grain', 6.97552342204975e-27], ['trade', 8.494889525576453e-28]]
acq : [['acq', 1.0], ['ship', 1.9019639766158469e-19], ['interest', 1.537485817489249e-20], ['sugar', 1.524160943116784e-21], ['money-supply', 1.0981038380941908e-23], ['earn', 2.0654295031122915e-24], ['crude', 1.4185811509684205e-25], ['grain', 5.519047799798024e-30], ['money-fx', 1.430994258679724e-32], ['trade', 1.5725246375758296e-37]]
acq : [['acq', 0.9998945495242223], ['money-supply', 9.9464754955464e-05], ['interest', 2.635127820136894e-06], ['crude', 1.3595920491423517e-06], ['grain', 1.300927910220759e-06], ['sugar', 4.657883653095442e-07], ['money-fx', 1.5519557774460764e-07], ['ship', 6.599101609280702e-08], ['trade', 2.7515618708346974e-09], ['earn', 3.4652208709288456e-10]]
acq : [['acq', 0.9993695266328069], ['ship', 0.0006301077233925555], ['interest', 3.617225436043979e-07], ['crude', 3.9136925267154075e-09], ['sugar', 7.364895785794478e-12], ['money-supply', 1.9918992765852554e-13], ['grain', 1.1709890803943415e-16], ['money-fx', 1.164730450620424e-16], ['trade', 1.5525944532108314e-17], ['earn', 1.0254914018457882e-17]]
acq : [['acq', 0.9999999999961178], ['ship', 3.882184987747131e-12], ['crude', 8.180103612115723e-18], ['sugar', 2.9681412832079452e-18], ['grain', 2.94114890559911e-19], ['earn', 1.0877594411604978e-20], ['interest', 3.833941092964703e-24], ['money-fx', 6.038515829417425e-28], ['money-supply', 6.588458268943456e-29], ['trade', 8.23141673451916e-32]]
acq : [['acq', 0.9999999999215623], ['earn', 7.819846791846271e-11], ['ship', 2.390486491340034e-13], ['sugar', 1.054482369204573e-17], ['crude', 3.734870294266512e-18], ['interest', 4.487105987072196e-19], ['money-supply', 4.2765963135541475e-19], ['money-fx', 7.440333267078925e-25], ['grain', 1.1899860984345889e-25], ['trade', 4.109569093119059e-29]]
acq : [['ship', 0.9999999231763322], ['sugar', 7.682334605569187e-08], ['crude', 3.2178266912299595e-13], ['money-supply', 1.160522196861762e-21], ['acq', 2.604063775215822e-22], ['interest', 4.8076398936190913e-23], ['earn', 1.2470706601172315e-33], ['grain', 3.2388004422729935e-34], ['trade', 2.552298905016395e-38], ['money-fx', 5.029703004481246e-46]]
acq : [['acq', 0.9999999999587228], ['ship', 3.847067990029009e-11], ['money-supply', 2.592754793297094e-12], ['earn', 1.1326372771434596e-13], ['sugar', 6.23775684071062e-14], ['interest', 3.7402858447557275e-14], ['crude', 6.53673302630462e-16], ['money-fx', 2.862800694126001e-22], ['grain', 2.6318084733333346e-22], ['trade', 1.4186149358386172e-25]]
acq : [['acq', 0.9999999997342783], ['ship', 2.657023299966955e-10], ['interest', 1.928981853693221e-14], ['crude', 6.630789931427315e-20], ['sugar', 3.338876042448523e-21], ['money-fx', 5.386577175744018e-23], ['grain', 9.044330356458444e-24], ['earn', 5.31666119299306e-24], ['money-supply', 1.644981229442481e-27], ['trade', 1.2021865004182074e-27]]
acq : [['sugar', 0.9850460998024205], ['ship', 0.014948841642632922], ['crude', 5.055862415131784e-06], ['interest', 2.6925314424913342e-09], ['money-supply', 2.1631435219685587e-23], ['trade', 2.5679173438547217e-30], ['grain', 3.8883088642414564e-31], ['acq', 1.0257409240574729e-33], ['money-fx', 4.392558195727088e-36], ['earn', 1.0623303135653664e-62]]
acq : [['crude', 0.9999973960836275], ['acq', 1.367486178714461e-06], ['ship', 1.2364301919949171e-06], ['interest', 1.4790710746814844e-15], ['trade', 1.260416879637483e-16], ['sugar', 2.404747206627419e-19], ['money-fx', 2.4928215787538927e-28], ['money-supply', 2.617027548225461e-29], ['grain', 1.4784113374712973e-30], ['earn', 8.055217221350512e-36]]
acq : [['acq', 0.9999999999999993], ['ship', 5.837769102121637e-16], ['sugar', 1.5899580930103664e-23], ['interest', 4.170593516903624e-25], ['earn', 2.4343673177326305e-26], ['crude', 1.7220243804830345e-26], ['money-supply', 2.1398408744875208e-29], ['money-fx', 4.0813781912215665e-32], ['trade', 2.4611656998604454e-33], ['grain', 1.241386302309724e-35]]
acq : [['acq', 0.9999999998224531], ['earn', 1.4518555480194752e-10], ['ship', 3.097283463150515e-11], ['crude', 1.34382988209593e-12], ['sugar', 4.2631703420021056e-14], ['interest', 2.0080042315716972e-15], ['money-supply', 3.887219886760048e-17], ['grain', 3.98301571484651e-19], ['money-fx', 1.1971478970241714e-22], ['trade', 2.6414789873273842e-23]]
acq : [['acq', 0.9999999999999885], ['ship', 7.85506544036601e-15], ['crude', 2.0775014715635413e-15], ['earn', 1.6721187884298355e-15], ['interest', 4.725922307888167e-22], ['sugar', 1.8128036364125042e-22], ['trade', 1.8537829361108694e-24], ['money-supply', 1.0680167935271488e-24], ['grain', 1.8842021530435166e-26], ['money-fx', 3.524381078069065e-28]]
acq : [['acq', 0.9999917370293944], ['interest', 6.973458414848755e-06], ['earn', 1.2808096763269357e-06], ['ship', 8.70247353951915e-09], ['money-supply', 3.751062333660871e-14], ['crude', 3.346499487759028e-15], ['sugar', 2.405501202593196e-16], ['grain', 3.0978288419285196e-22], ['trade', 7.314318694518342e-23], ['money-fx', 6.285451798868583e-24]]
acq : [['acq', 0.9999999504989223], ['ship', 4.9501016372868436e-08], ['sugar', 6.132017397544386e-14], ['crude', 5.195209517047076e-18], ['interest', 2.771837777230115e-21], ['trade', 3.458332945975706e-27], ['grain', 3.63396217282989e-30], ['money-fx', 2.3139741484501523e-31], ['money-supply', 1.5558622952336205e-33], ['earn', 1.7981823762102978e-38]]
acq : [['money-supply', 0.9799322936850772], ['interest', 0.018204644493960975], ['grain', 0.001327689300071102], ['money-fx', 0.00031052830650924384], ['sugar', 0.00012699081911517803], ['trade', 8.751528433679738e-05], ['ship', 7.410892778694962e-06], ['earn', 1.8632981542564152e-06], ['acq', 1.0581884331599865e-06], ['crude', 5.731563347190347e-09]]
acq : [['acq', 0.9725580934289969], ['interest', 0.02744153514958049], ['ship', 3.7141415337976997e-07], ['money-supply', 7.264788346473654e-12], ['sugar', 4.21645260323305e-15], ['crude', 7.701884293034767e-23], ['earn', 2.824561616614196e-28], ['grain', 5.74250683859504e-31], ['money-fx', 3.7356710678521934e-32], ['trade', 5.02141265097581e-33]]
acq : [['crude', 0.730461899418377], ['ship', 0.2684775463490111], ['interest', 0.0009999762080701853], ['acq', 6.056098239198505e-05], ['sugar', 1.5220443566612075e-08], ['trade', 1.8216989158051756e-09], ['money-fx', 6.716973240396505e-15], ['grain', 2.275565381899745e-18], ['money-supply', 1.7814581118574548e-18], ['earn', 1.2266879583865117e-37]]
acq : [['ship', 0.9999983041931165], ['sugar', 1.6946125991204279e-06], ['interest', 1.1942844464627215e-09], ['crude', 8.602685040076281e-18], ['money-supply', 1.2915373389040067e-21], ['acq', 1.8389418428287447e-25], ['money-fx', 5.920015751166252e-29], ['trade', 4.124519047389586e-31], ['grain', 3.6014993478279966e-35], ['earn', 2.1484383753158258e-61]]
acq : [['acq', 0.9999999999994791], ['ship', 2.609991305484444e-13], ['crude', 2.1002809916652988e-13], ['sugar', 4.991712535673185e-14], ['interest', 1.8087771915113992e-17], ['money-supply', 8.938616957788021e-18], ['earn', 3.0521518687022486e-22], ['grain', 2.1421922862538112e-25], ['money-fx', 2.9689941012666742e-27], ['trade', 2.2226764603831863e-30]]
acq : [['ship', 0.9998273750251313], ['crude', 0.00017262497483590494], ['sugar', 3.283984268353495e-14], ['acq', 4.0240638610632416e-17], ['interest', 7.878030907652438e-20], ['trade', 5.746911434838787e-30], ['money-supply', 3.862948246522385e-31], ['money-fx', 7.46870118481704e-37], ['grain', 8.23360908545491e-38], ['earn', 9.112441340345679e-55]]
acq : [['money-supply', 0.9519898524919621], ['interest', 0.043133284802278016], ['acq', 0.0026250410700848813], ['sugar', 0.0010214106909054927], ['money-fx', 0.0007723910343584954], ['ship', 0.00038012422214551804], ['trade', 3.07569290373575e-05], ['earn', 2.3741990696410902e-05], ['grain', 1.7109932776435144e-05], ['crude', 6.286835755321121e-06]]
acq : [['acq', 0.9626421914611356], ['interest', 0.019457015017367386], ['ship', 0.017844828998104117], ['sugar', 5.1987556616924016e-05], ['crude', 3.898870098278234e-06], ['money-fx', 7.36801334742524e-08], ['trade', 4.3838079649454254e-09], ['money-supply', 3.060288172617007e-11], ['earn', 2.13260847452223e-12], ['grain', 6.699429901847459e-16]]
acq : [['acq', 0.9998926919022156], ['ship', 0.00010730809638405466], ['sugar', 1.1672237675614787e-12], ['interest', 2.2907233892869065e-13], ['crude', 3.977537215792143e-15], ['money-supply', 1.3635252821343066e-24], ['trade', 1.9124042792265003e-29], ['money-fx', 3.0544943729262474e-31], ['grain', 2.6196007966842473e-31], ['earn', 3.3739095462513686e-33]]
acq : [['ship', 0.8711731371572276], ['acq', 0.12882666261180958], ['sugar', 1.999739456450145e-07], ['crude', 2.38753518925468e-10], ['interest', 1.8261891666667678e-11], ['trade', 1.1740911271804073e-15], ['grain', 6.973079197546663e-16], ['money-supply', 2.3796464724568735e-22], ['money-fx', 8.433928299685251e-23], ['earn', 3.251689520824451e-35]]
acq : [['ship', 0.9994394712197016], ['acq', 0.00041601339566623536], ['interest', 0.00014413299154530503], ['sugar', 3.823844026066408e-07], ['crude', 8.078164050678662e-12], ['money-supply', 5.774865849649098e-13], ['money-fx', 2.8515264520366185e-14], ['trade', 4.0644497828311567e-19], ['grain', 1.0797134510807412e-22], ['earn', 1.0582350646787487e-30]]
acq : [['acq', 0.9999999999971976], ['ship', 2.7153637700040327e-12], ['crude', 8.680146387704859e-14], ['sugar', 3.1804107224206555e-16], ['interest', 6.68989076488079e-17], ['earn', 1.760039879052993e-18], ['trade', 5.508466193067958e-22], ['grain', 6.618922414363093e-23], ['money-supply', 1.1793196104609898e-24], ['money-fx', 7.033392942777533e-25]]
acq : [['acq', 0.9999999999959812], ['crude', 3.3945528998005687e-12], ['ship', 6.109326665537145e-13], ['interest', 1.1744568936721835e-14], ['sugar', 1.6650307406938693e-15], ['earn', 1.4320065320665026e-17], ['money-supply', 5.109539263213292e-18], ['money-fx', 1.8215269177847985e-21], ['grain', 1.3166020301338684e-23], ['trade', 1.4969089770005536e-26]]
acq : [['ship', 0.9996882809904508], ['acq', 0.000311441349028769], ['sugar', 2.773218584480198e-07], ['interest', 1.8711454640097052e-10], ['crude', 1.515469306321044e-10], ['trade', 5.302484537177299e-16], ['grain', 6.621413715844802e-18], ['money-supply', 7.268815421857348e-19], ['money-fx', 5.68283890261199e-19], ['earn', 1.2977011001423352e-25]]
acq : [['acq', 0.9999999993243949], ['earn', 6.756050230925817e-10], ['ship', 6.52549114969133e-17], ['sugar', 2.7984823152244217e-18], ['crude', 1.5724836527724132e-20], ['interest', 1.2475341983419384e-26], ['grain', 5.28651004269892e-28], ['money-supply', 3.6513788977994594e-32], ['trade', 1.5567459361223642e-33], ['money-fx', 6.405533035377838e-35]]
acq : [['acq', 0.9999999999951392], ['ship', 4.7959628454971144e-12], ['earn', 5.91678458349371e-14], ['sugar', 4.8993022781111295e-15], ['interest', 3.810930647392101e-16], ['crude', 3.478806839847053e-16], ['money-supply', 5.805947341134509e-21], ['grain', 7.607291822117079e-22], ['money-fx', 4.5571661901034046e-26], ['trade', 9.16625316380292e-29]]
acq : [['acq', 0.9999081858655374], ['crude', 9.034092603386478e-05], ['ship', 1.3980117646794715e-06], ['sugar', 7.519656972664844e-08], ['trade', 5.130621373693434e-14], ['interest', 4.285078889240415e-14], ['grain', 8.987017590585145e-17], ['money-supply', 9.242714318168063e-21], ['money-fx', 7.731796599898622e-21], ['earn', 8.352055519067004e-25]]
acq : [['acq', 0.9999835589026723], ['sugar', 1.1095754240357856e-05], ['crude', 2.3167836497742875e-06], ['grain', 1.1787179512703776e-06], ['earn', 1.0957835435832087e-06], ['interest', 6.807795882478453e-07], ['ship', 2.9091446007840966e-08], ['money-fx', 2.1939739137797807e-08], ['money-supply', 2.1661039684898907e-08], ['trade', 5.861295200157758e-10]]
acq : [['acq', 0.9996597188587552], ['earn', 0.00015454954692986376], ['money-supply', 0.00011794206572416721], ['sugar', 3.540333839256924e-05], ['interest', 1.5341702143099547e-05], ['crude', 1.263139056845136e-05], ['grain', 2.5096436378072384e-06], ['money-fx', 1.294547229283934e-06], ['ship', 4.28234671957084e-07], ['trade', 1.8067194775850187e-07]]
acq : [['acq', 0.9999999999999754], ['earn', 2.0494563517223962e-14], ['crude', 2.7293204374062974e-15], ['ship', 1.4867713717803499e-15], ['interest', 5.128346119305941e-17], ['sugar', 2.352356565345982e-21], ['money-supply', 2.766225594399011e-23], ['trade', 2.79734873175794e-24], ['money-fx', 2.1159479138862e-25], ['grain', 3.906821379555066e-27]]
acq : [['acq', 1.0], ['ship', 2.5961951374720726e-23], ['crude', 8.368448690348509e-29], ['sugar', 1.8791543683874086e-32], ['interest', 4.061622387544708e-35], ['earn', 5.632355360597936e-37], ['money-supply', 1.4111881598525365e-37], ['grain', 1.5227644811658408e-42], ['trade', 3.3842812827978215e-45], ['money-fx', 8.262536178146925e-48]]
acq : [['acq', 0.9999999999994813], ['ship', 5.187522486075084e-13], ['sugar', 1.755121070138702e-17], ['crude', 8.66559551927798e-19], ['interest', 4.115128078647846e-19], ['grain', 2.3947958283944136e-24], ['money-fx', 2.235439875858376e-25], ['money-supply', 4.7091643572646405e-28], ['trade', 1.0327243283772628e-28], ['earn', 1.5301855446575414e-31]]
acq : [['acq', 0.9999999719934186], ['ship', 2.8006495359565508e-08], ['sugar', 8.561576452629149e-14], ['interest', 2.794023999010916e-16], ['crude', 1.0910533931816569e-18], ['money-supply', 1.232912606474024e-24], ['money-fx', 4.6673281114316635e-27], ['trade', 1.65010171995694e-27], ['grain', 1.467709688019516e-29], ['earn', 1.9510004705391122e-44]]
acq : [['acq', 0.9997036451082083], ['interest', 0.0002348628741228989], ['ship', 6.089004737560466e-05], ['sugar', 5.651565157700521e-07], ['trade', 3.6558873006952796e-08], ['crude', 2.547061549659306e-10], ['money-fx', 1.8356479279149959e-13], ['money-supply', 1.4826595972464976e-14], ['grain', 2.113265243950505e-22], ['earn', 1.7840148540858885e-22]]
acq : [['acq', 0.9999990097783118], ['ship', 9.902216521386784e-07], ['sugar', 3.161971299332429e-14], ['crude', 4.442023395089387e-15], ['interest', 4.6471753546565565e-17], ['trade', 2.73729928764379e-17], ['grain', 8.852690127212838e-21], ['money-supply', 1.3696582404961929e-21], ['money-fx', 9.906798732990231e-24], ['earn', 8.639924227214324e-40]]
acq : [['acq', 0.9999998866478745], ['interest', 6.725411578815674e-08], ['ship', 4.579892041638796e-08], ['money-supply', 2.129177737508169e-10], ['sugar', 8.595505514520015e-11], ['crude', 2.1657084921348792e-13], ['money-fx', 2.419161846455629e-17], ['earn', 3.0998234719668447e-19], ['grain', 1.1176035721169277e-21], ['trade', 8.959039123745754e-22]]
acq : [['interest', 0.9820122081056882], ['crude', 0.012109350719337662], ['acq', 0.004945379449272997], ['ship', 0.0009329741905515703], ['sugar', 8.388857961049866e-08], ['money-supply', 3.646569805503753e-09], ['money-fx', 3.882495802515096e-21], ['trade', 4.635915922413741e-28], ['grain', 1.1289874535621295e-29], ['earn', 9.021195538245787e-38]]
acq : [['acq', 0.9999999986384926], ['ship', 1.3614986766910923e-09], ['sugar', 8.605643378854698e-15], ['interest', 1.049677619732458e-16], ['crude', 4.353764650245483e-18], ['money-supply', 1.36234160211742e-19], ['earn', 6.931503144113121e-23], ['grain', 4.304241262136045e-31], ['trade', 4.472794320115626e-32], ['money-fx', 8.552269329672868e-36]]
acq : [['acq', 0.9989613639529877], ['ship', 0.0010386328335093519], ['sugar', 3.212534992151265e-09], ['interest', 7.572466051778372e-13], ['crude', 2.1069367945455757e-13], ['money-supply', 5.676064603481116e-19], ['grain', 1.5183445633732408e-20], ['trade', 1.5567482750420986e-22], ['money-fx', 3.163247803812793e-23], ['earn', 1.8979294915521233e-27]]
acq : [['acq', 0.9999999999996878], ['ship', 3.1224825086975573e-13], ['crude', 2.3373587515690785e-17], ['sugar', 2.167754504199364e-18], ['interest', 2.1621504617384385e-22], ['money-supply', 5.099270475265186e-25], ['earn', 2.8834436482165104e-27], ['trade', 2.058360426977747e-28], ['grain', 3.521912635628508e-31], ['money-fx', 8.512040096873046e-33]]
acq : [['acq', 0.9999813267028711], ['ship', 1.867328683890597e-05], ['sugar', 7.399542935247734e-12], ['interest', 2.886705835617419e-12], ['crude', 2.5767737992696434e-15], ['earn', 1.1724475627826934e-15], ['grain', 1.2626835140501629e-17], ['money-supply', 5.5808114540415585e-18], ['trade', 3.964326917994485e-21], ['money-fx', 7.673662253722188e-22]]
